preco,detalhes.Condomínio:,classe
585000,450,2
585000,450,2
585000,520,2
585000,500,2
585000,530,2
585000,600,2
585000,680,2
585000,1050,2
585000,500,2
585000,1000,2
586000,700,2
588000,605,2
589000,112,2
590000,1,2
590000,650,2
590000,744,2
590000,700,2
590000,208,2
590000,252,2
590000,420,2
590000,750,2
590000,185,2
590000,750,2
590000,250,2
590000,800,2
590000,706,2
590000,800,2
590000,400,2
590000,400,2
590000,744,2
592912,300,2
595000,1000,2
595000,430,2
595000,600,2
595000,2300,2
595000,350,2
595000,1043,2
595000,380,2
595000,580,2
595000,498,2
595000,750,2
595000,500,2
595000,540,2
597000,674,2
598000,600,2
598000,315,2
598000,550,2
598500,875,2
599000,600,2
599000,400,2
599000,790,2
599000,630,2
600000,750,2
600000,690,2
600000,810,2
600000,386,2
600000,502,2
600000,400,2
600000,255,2
600000,650,2
600000,900,2
600000,1200,2
600000,800,2
600000,1,2
600000,300,2
600000,802,2
600000,745,2
600000,680,2
600000,600,2
600000,850,2
600000,404,2
600000,185,2
600000,185,2
600000,792,2
600000,1050,2
600000,900,2
600000,560,2
600000,685,2
600000,800,2
600000,900,2
600000,560,2
600000,420,2
600000,1300,2
600000,700,2
600000,480,2
600000,600,2
600000,820,2
600000,600,2
600000,600,2
600000,450,2
600000,500,2
600000,680,2
600000,650,2
600000,700,2
600000,470,2
600000,800,2
600000,1000,2
601000,605,2
605000,762,2
605000,420,2
607000,470,2
610000,700,2
610000,384,2
610000,580,2
610000,550,2
610000,697,2
615000,700,2
615000,255,2
615000,208,2
615000,440,2
615000,400,2
617000,200,2
617000,200,2
618000,105,2
618000,560,2
620000,953,2
620000,480,2
620000,166,2
620000,680,2
620000,300,2
620000,650,2
620000,1200,2
620000,1167,2
620000,305,2
620000,250,2
620000,370,2
620000,620,2
620000,450,2
620000,795,2
620000,800,2
626000,729,2
628000,1732,2
630000,300,2
630000,700,2
630000,880,2
630000,132,2
630000,200,2
630000,790,2
630000,660,2
630000,1300,2
630000,1300,2
630000,650,2
630000,900,2
630000,650,2
630000,620,2
630000,657,2
630000,520,2
630000,800,2
634980,500,2
635000,505,2
635000,250,2
635000,750,2
635000,680,2
635000,505,2
636000,600,2
636000,1050,2
637000,200,2
637000,200,2
639000,510,2
639000,730,2
639000,449,2
639000,240,2
639500,336,2
640000,185,2
640000,390,2
640000,750,2
640000,670,2
640000,200,2
640000,185,2
640000,911,2
640000,675,2
640000,720,2
640000,540,2
640000,325,2
640000,450,2
640000,400,2
640000,200,2
641000,650,2
642000,380,2
645000,290,2
645000,257,2
649000,650,2
649999,590,2
650000,950,2
650000,850,2
650000,810,2
650000,708,2
650000,700,2
650000,868,2
650000,650,2
650000,930,2
650000,1200,2
650000,660,2
650000,300,2
650000,735,2
650000,166,2
650000,1350,2
650000,500,2
650000,346,2
650000,860,2
650000,700,2
650000,500,2
650000,900,2
650000,600,2
650000,550,2
650000,320,2
650000,300,2
650000,868,2
650000,490,2
650000,600,2
650000,736,2
650000,330,2
650000,1000,2
650000,650,2
650000,1390,2
650000,600,2
650000,500,2
650000,1170,2
650000,445,2
650000,1400,2
650000,248,2
650000,460,2
650000,1500,2
650000,489,2
650000,278,2
658000,980,2
659600,620,2
660000,480,2
660000,300,2
660000,730,2
660000,560,2
660000,650,2
663000,450,2
668000,500,2
670000,320,2
670000,1200,2
670000,650,2
670000,840,2
670000,1050,2
670000,690,2
670000,1036,2
670000,780,2
674559,1012,2
675000,650,2
675000,560,2
675036,468,2
680000,30,2
680000,955,2
680000,523,2
680000,240,2
680000,150,2
680000,650,2
680000,670,2
680000,423,2
680000,850,2
680000,642,2
680000,380,2
680000,410,2
680000,700,2
680000,1,2
680000,430,2
680000,650,2
680000,900,2
680000,700,2
680000,240,2
680000,250,2
680000,355,2
685000,705,2
685000,730,2
687000,1250,2
690000,120,2
690000,320,2
690000,250,2
690000,427,2
690000,425,2
690000,260,2
690000,800,2
690000,700,2
690000,990,2
690000,285,2
690000,580,2
690000,1180,2
690000,350,2
690000,1050,2
690000,374,2
690000,620,2
690000,480,2
690000,220,2
690000,650,2
690000,408,2
690000,1001,2
690000,1600,2
690000,936,2
690000,225,2
695000,194,2
695000,370,2
695000,450,2
695000,190,2
698000,190,2
698310,500,2
699000,700,2
699000,600,2
699600,739,2
699900,166,2
700000,670,2
700000,250,2
700000,176,2
700000,587,2
700000,220,2
700000,872,2
700000,600,2
700000,720,2
700000,934,2
700000,750,2
700000,1000,2
700000,1000,2
700000,600,2
700000,500,2
700000,700,2
700000,260,2
700000,987,2
700000,228,2
700000,820,2
700000,410,2
700000,257,2
700000,786,2
700000,1500,2
700000,830,2
703000,868,2
710000,650,2
710000,750,2
712000,1513,2
715000,320,2
715000,940,2
718000,640,2
720000,800,2
720000,525,2
720000,1261,2
720000,852,2
720000,700,2
720000,320,2
720000,910,2
721000,220,2
725000,690,2
730000,360,2
730000,581,2
730000,800,2
730000,900,2
730000,1000,2
730000,360,2
730000,700,2
731400,250,2
732000,930,2
737704,680,2
740000,3400,2
740000,400,2
740000,950,2
742000,187,2
742000,250,2
742000,810,2
745000,200,2
745000,800,2
745000,300,2
746000,1090,2
749000,375,2
749000,825,2
749950,600,2
750000,800,2
750000,1000,2
750000,570,2
750000,815,2
750000,650,2
750000,750,2
750000,2240,2
750000,530,2
750000,450,2
750000,100,2
750000,225,2
750000,600,2
750000,280,2
750000,540,2
750000,800,2
750000,650,2
750000,740,2
750000,100,2
750000,1200,2
750000,1018,2
750000,290,2
750000,520,2
750000,1525,2
750000,720,2
750000,830,2
750000,2323,2
750000,840,2
750000,1280,2
750000,259,2
750000,371,2
750000,495,2
750000,520,2
750000,400,2
750000,1663,2
750000,870,2
750000,450,2
750000,740,2
750000,340,2
760000,900,2
760000,255,2
765000,400,2
765000,830,2
765000,780,2
770000,800,2
770000,1000,2
770000,850,2
770000,374,2
770000,300,2
770000,370,2
780000,700,2
780000,900,2
780000,1000,2
780000,560,2
780000,550,2
780000,1130,2
785000,750,2
785000,660,2
785000,500,2
790000,280,2
790000,560,2
790000,193,2
790000,350,2
790000,410,2
790000,212,2
790000,1000,2
790000,360,2
794000,320,2
795000,1018,2
795000,700,2
795000,562,2
795000,1500,2
795000,375,2
795000,332,2
795000,420,2
795000,205,2
795000,435,2
798000,600,2
798000,5532,2
798000,380,2
799000,480,2
799000,200,2
799900,600,2
799999,1800,2
800000,630,2
800000,780,2
800000,800,2
800000,1,2
800000,1440,2
800000,1700,2
800000,700,2
800000,400,2
800000,750,2
800000,400,2
800000,900,2
800000,400,2
800000,359,2
800000,1100,2
800000,770,2
800000,315,2
800000,350,2
800000,650,2
800000,421,2
800000,390,2
800000,530,2
800000,400,2
800000,250,2
800000,700,2
800000,375,2
803787,650,2
807000,1200,2
810000,680,2
810000,797,2
810000,330,2
810000,350,2
810000,800,2
810000,700,2
815000,410,2
815000,400,2
820000,412,2
820000,800,2
820000,600,2
820000,550,2
820000,670,2
820000,300,2
825000,330,2
826000,700,2
827000,700,2
830000,850,2
830000,900,2
830000,570,2
830000,550,2
830000,334,2
830000,256,2
830000,935,2
830000,325,2
830000,1000,2
830000,1350,2
830000,530,2
835000,1200,2
840000,700,2
840000,210,2
840000,1560,2
845000,950,2
845000,650,2
845000,490,2
850000,614,2
850000,580,2
850000,650,2
850000,750,2
850000,412,2
850000,845,2
850000,800,2
850000,320,2
850000,1568,2
850000,1600,2
850000,380,2
850000,1000,2
850000,440,2
850000,595,2
850000,253,2
850000,300,2
850000,850,2
850000,515,2
850000,300,2
850000,1239,2
850000,300,2
850000,770,2
850000,650,2
850000,630,2
850000,570,2
850000,400,2
850000,850,2
850000,650,2
850000,600,2
850000,350,2
850000,250,2
850000,357,2
860000,302,2
860000,650,2
860000,950,2
860000,780,2
860000,1598,2
865000,1345,2
868027,450,2
870000,870,2
870000,1500,2
870000,960,2
870000,900,2
870000,1300,2
870000,1400,2
870000,1300,2
870000,402,2
875000,250,2
878000,704,2
880000,752,2
880000,900,2
880000,300,2
880000,900,2
880000,1100,2
880000,1000,2
880000,615,2
880037,650,2
886016,400,2
889000,600,2
889000,600,2
890000,2198,2
890000,365,2
890000,906,2
890000,2400,2
890000,1200,2
890000,800,2
890000,690,2
890000,850,2
890000,1140,2
890000,350,2
890000,315,2
890000,500,2
890000,1490,2
890000,935,2
890000,850,2
893000,875,2
894100,584,2
899999,1698,2
900000,980,2
900000,700,2
900000,340,2
900000,800,2
900000,270,2
900000,1200,2
900000,700,2
900000,400,2
900000,700,2
900000,2000,2
900000,410,2
900000,1200,2
900000,511,2
900000,1335,2
900000,690,2
900000,302,2
900000,1000,2
900000,866,2
900000,850,2
900000,1000,2
900000,370,2
901000,900,2
903253,550,2
905000,500,2
910000,512,2
912600,840,2
913000,400,2
913499,900,2
914000,650,2
915000,1238,2
919000,800,2
919000,800,2
920000,800,2
920000,350,2
920000,1000,2
920000,1362,2
920000,340,2
920000,720,2
925000,225,2
930000,870,2
930000,470,2
930000,1000,2
930000,1000,2
930000,800,2
930000,1200,2
930000,679,2
931000,730,2
933000,820,2
939000,760,2
940000,150,2
940000,980,2
945000,350,2
949000,1300,2
950000,1500,2
950000,500,2
950000,600,2
950000,436,2
950000,1300,2
950000,1000,2
950000,850,2
950000,700,2
950000,600,2
950000,500,2
950000,400,2
950000,185,2
950000,2700,2
950000,700,2
950000,450,2
950000,300,2
950000,470,2
950000,1000,2
950000,560,2
950000,700,2
955000,1,2
957000,280,2
960000,650,2
960000,960,2
960000,3000,2
960000,550,2
960000,540,2
960000,410,2
960000,1200,2
960000,470,2
960640,550,2
968000,900,2
970000,337,2
970000,1774,2
970000,464,2
970000,996,2
970000,1200,2
979000,800,2
979000,549,2
979998,550,2
980000,1063,2
980000,1100,2
980000,960,2
980000,900,2
980000,400,2
980000,480,2
980000,800,2
980000,170,2
980000,1020,2
980000,380,2
980000,332,2
980000,1000,2
980000,1400,2
980000,800,2
980000,700,2
980000,400,2
980000,1115,2
980000,480,2
980000,1400,2
984509,550,2
985000,1000,2
985000,1881,2
986000,810,2
990000,650,2
990000,2100,2
990000,1100,2
990000,1490,2
990000,650,2
990000,320,2
990000,430,2
990000,330,2
990000,417,2
995000,900,2
999000,480,2
999000,1300,2
1e+06,147,2
1e+06,930,2
1e+06,1030,2
1e+06,490,2
1e+06,270,2
1e+06,1400,2
1e+06,200,2
1e+06,900,2
1e+06,1449,2
1e+06,2600,2
1e+06,1500,2
1e+06,1200,2
1e+06,704,2
1e+06,415,2
1.008e+06,200,2
1.01e+06,750,2
1.01e+06,390,2
1.019515e+06,550,2
1.02e+06,1090,2
1.03e+06,1000,2
3.45e+07,340,3
3.5e+07,10955,3
3.5e+07,10954,3
4.5e+07,1000,3
